Track.Name,Artist,songId,Region,2017-01-01,2017-02-01,2017-03-01,2017-04-01,2017-05-01,2017-06-01,2017-07-01,2017-08-01,2017-09-01,2017-10-01,2017-11-01,2017-12-01
Last Christmas,Wham!,2FRnf9qhLbvw8fu4IBXx78,Netherlands,,,,,,,,,,,,9
Shape of You,Ed Sheeran,7qiZfU4dY1lWllzX7mPBI3,Slovakia,1,1,1,1,3,10,,,,,,
"I Don’t Wanna Live Forever (Fifty Shades Darker) - From ""Fifty Shades Darker (Original Motion Picture Soundtrack)""",ZAYN,3NdDpSvN911VPGivFlV5d0,Slovakia,2,2,6,,,,,,,,,
Castle on the Hill,Ed Sheeran,6PCUP3dWmTjcTtXY02oFdT,Slovakia,3,7,9,,,,,,,,,
Starboy,The Weeknd,5aAx2yezTd8zXrkmtKl66Z,Slovakia,4,,,,,,,,,,,
Rockabye (feat. Sean Paul & Anne-Marie),Clean Bandit,5knuzwU65gJK7IF5yJsuaW,Slovakia,5,10,,,,,,,,,,
Paris,The Chainsmokers,72jbDTw1piOOj770jWNeaG,Slovakia,6,3,8,9,,,,,,,,
I Feel It Coming,The Weeknd,5GXAXm5YOmYT0kL5jHvYBt,Slovakia,7,,,,,,,,,,,
Call On Me - Ryan Riback Extended Remix,Starley,78rIJddV4X0HkNAInEcYde,Slovakia,8,8,,,,,,,,,,
Closer,The Chainsmokers,7BKLCZ1jbUBVqRi2FVlTVw,Slovakia,9,,,,,,,,,,,
Don't Wanna Know,Maroon 5,5MFzQMkrl1FOOng9tq6R9r,Slovakia,10,,,,,,,,,,,
Scared to Be Lonely,Martin Garrix,3ebXMykcMXOcLeJ9xZ17XH,Slovakia,,4,,,,,,,,,,
It Ain't Me (with Selena Gomez),Kygo,3eR23VReFzcdmS7TYCrhCe,Slovakia,,5,2,3,5,,,,,,,
Chained To The Rhythm,Katy Perry,6520aj0B4FSKGVuKNsOCOi,Slovakia,,6,,,,,,,,,,
Believer,Imagine Dragons,0CcQNd8CINkwQfe1RDtGV6,Slovakia,,9,5,8,,9,,,,,,
Something Just Like This,The Chainsmokers,6RUKPb4LETWmmr3iAEQktW,Slovakia,,,3,2,9,,,,,,,
Galway Girl,Ed Sheeran,0afhq8XCExXpqazXczTSve,Slovakia,,,4,,,,,,,,,
Stay (with Alessia Cara),Zedd,0dA2Mk56wEzDgegdC6R17g,Slovakia,,,7,5,,,,,,,,
Passionfruit,Drake,7hDc8b7IXETo14hHIHdnhd,Slovakia,,,10,,,,,,,,,
Symphony (feat. Zara Larsson),Clean Bandit,1x5sYLZiu9r5E43kMlt9f8,Slovakia,,,,4,10,,,,,,,
HUMBLE.,Kendrick Lamar,7KXjTSCq5nL1LoYtL7XAwS,Slovakia,,,,6,,,,,,,,
Despacito - Remix,Luis Fonsi,5CtI0qwDJkDQGwXD1H1cLb,Slovakia,,,,7,1,1,5,,,,,
There's Nothing Holdin' Me Back,Shawn Mendes,79cuOz3SPQTuFrp8WgftAu,Slovakia,,,,10,6,8,,,,,,
I'm the One,DJ Khaled,72Q0FQQo32KJloivv5xge2,Slovakia,,,,,2,,,,,,,
Thunder,Imagine Dragons,56lBX2WHqfGuoeZxZvUnVj,Slovakia,,,,,4,,,,,,,
Bad Liar,Selena Gomez,1sCxVKWImDZSZKvG0U9B23,Slovakia,,,,,7,,,,,,,
Malibu,Miley Cyrus,2habSXqcJGExM6JJyskY7O,Slovakia,,,,,8,,,,,,,
Thunder,Imagine Dragons,0tKcYR2II1VCQWT79i5NrW,Slovakia,,,,,,2,1,3,6,8,,
2U (feat. Justin Bieber),David Guetta,3A7qX2QjDlPnazUsRk5y0M,Slovakia,,,,,,3,2,7,,,,
There for You,Martin Garrix,6jA8HL9i4QGzsj6fjoxp8Y,Slovakia,,,,,,4,,,,,,
Mama,Jonas Blue,0NiXXAI876aGImAd6rTj8w,Slovakia,,,,,,5,8,5,,,,
I'm the One,DJ Khaled,3DXncPQOG4VBw3QHh3S817,Slovakia,,,,,,6,,,,,,
Wild Thoughts,DJ Khaled,1OAh8uOEOvTDqkKFsKksCi,Slovakia,,,,,,7,4,10,,,,
More Than You Know,Axwell /\ Ingrosso,4q8PHoRsPUB52LFylX8Ulz,Slovakia,,,,,,,3,,,,,
Mama,Jonas Blue,4xlrALxuaCf9yZBHJeTSG6,Slovakia,,,,,,,6,,,,,
Mi Gente,J Balvin,2rb5MvYT7ZIxbKW5hfcHx8,Slovakia,,,,,,,7,2,10,,,
Feels,Calvin Harris,5bcTCxgc7xVfSaMV3RuVke,Slovakia,,,,,,,9,4,,,,
Fetish (feat. Gucci Mane),Selena Gomez,0XLOf9LhyazPX9Ld8jPiUq,Slovakia,,,,,,,10,,,,,
More Than You Know,Axwell /\ Ingrosso,3PEgB3fkiojxms35ntsTgs,Slovakia,,,,,,,,1,1,5,,
Friends (with BloodPop®),Justin Bieber,7nZmah2llfvLDiUjm0kiyz,Slovakia,,,,,,,,6,5,,,
New Rules,Dua Lipa,2ekn2ttSfGqwhhate0LSR0,Slovakia,,,,,,,,8,8,6,8,
Havana,Camila Cabello,0ofbQMrRDsUaVKq2mGLEAb,Slovakia,,,,,,,,9,2,2,2,5
Look What You Made Me Do,Taylor Swift,6uFsE1JgZ20EXyU0JQZbUR,Slovakia,,,,,,,,,3,,,
Dusk Till Dawn - Radio Edit,ZAYN,1j4kHkkpqZRBwE0A4CN4Yv,Slovakia,,,,,,,,,4,1,5,
rockstar,Post Malone,1OmcAT5Y8eg5bUPv9qJT4R,Slovakia,,,,,,,,,7,7,,
Too Good At Goodbyes - Edit,Sam Smith,0mel2N9Ws9r4yLQn5QE21Y,Slovakia,,,,,,,,,9,,,
rockstar,Post Malone,7wGoVu4Dady5GV0Sv4UIsx,Slovakia,,,,,,,,,,3,1,1
What Lovers Do (feat. SZA),Maroon 5,4mxWSdf71VFO52qFeY0fZt,Slovakia,,,,,,,,,,4,,
Perfect,Ed Sheeran,0tgVpDi06FyKpA1z0VMD4v,Slovakia,,,,,,,,,,9,9,
Wolves,Selena Gomez,7EmGUiUaOSGDnUUQUDrOXC,Slovakia,,,,,,,,,,10,3,4
What Lovers Do (feat. SZA),Maroon 5,3hBBKuWJfxlIlnd9QFoC8k,Slovakia,,,,,,,,,,,4,
Too Good At Goodbyes,Sam Smith,1mXVgsBdtIVeCLJnSnmtdV,Slovakia,,,,,,,,,,,6,
Peroxid 2,Pil C,47GzDsw0ExxadwAjucnq4M,Slovakia,,,,,,,,,,,7,
Stargazing,Kygo,0Zbbxnx4SGGHoIow4PpISP,Slovakia,,,,,,,,,,,10,
All I Want for Christmas Is You,Mariah Carey,0bYg9bo50gSsH3LtXe2SQn,Slovakia,,,,,,,,,,,,2
Last Christmas,Wham!,2FRnf9qhLbvw8fu4IBXx78,Slovakia,,,,,,,,,,,,3
V Meste Snov,Ego,5h0qay449Zex9XSHxNuzm7,Slovakia,,,,,,,,,,,,6
Him & I (with Halsey),G-Eazy,3YU6vJbjYUG0tiJyXf9x5V,Slovakia,,,,,,,,,,,,7
River (feat. Ed Sheeran),Eminem,5UEnHoDYpsxlfzWLZIc7LD,Slovakia,,,,,,,,,,,,8
Perfect Duet (Ed Sheeran & Beyoncé),Ed Sheeran,1bhUWB0zJMIKr9yVPrkEuI,Slovakia,,,,,,,,,,,,9
Vozíme,Ego,2ZkzWeBRaUDWiM1So7KBK7,Slovakia,,,,,,,,,,,,10
Otra Vez (feat. J Balvin),Zion & Lennox,3QwBODjSEzelZyVjxPOHdq,Colombia,1,5,5,8,,,,,,,,
Chantaje,Shakira,6mICuAdrwEjh6Y6lroV2Kg,Colombia,2,6,,,,,,,,,,
Reggaetón Lento (Bailemos),CNCO,3AEZUABDXNtecAOSC1qTfo,Colombia,3,4,6,,,,,,,,,
Safari,J Balvin,6rQSrBHf7HlZjtcMZ4S4bO,Colombia,4,9,,,,,,,,,,
Shape of You,Ed Sheeran,7qiZfU4dY1lWllzX7mPBI3,Colombia,5,3,2,2,4,4,9,10,,,,
Despacito (Featuring Daddy Yankee),Luis Fonsi,4aWmUDTfIPGksMNLV2rQP2,Colombia,6,1,1,3,10,,,,,,,
Let Me Love You,DJ Snake,4pdPtRcBmOSQDlJ3Fk945m,Colombia,7,,,,,,,,,,,
El Amante,Nicky Jam,3umS4y3uQDkqekNjVpiRUs,Colombia,8,2,3,4,6,7,,,,,,
Ya No Me Duele Más,Silvestre Dangond,4JnJ9ACXmtLkpH61ZvFSaM,Colombia,9,10,,,,,,,,,,
Vente Pa' Ca,Ricky Martin,7DM4BPaS7uofFul3ywMe46,Colombia,10,,,,,,,,,,,
Te Quiero Pa´Mi,Don Omar,3BY2mafsbsoKGqS380Xnuz,Colombia,,7,9,,,,,,,,,
"Sola (Remix) [feat. Daddy Yankee, Wisin, Farruko, Zion & Lennox]",Anuel Aa,5q2JbCNi4FcnglgPfxcV65,Colombia,,8,8,7,8,10,,,,,,
Me Rehúso,Danny Ocean,6De0lHrwBfPfrhorm9q1Xl,Colombia,,,4,1,,2,2,3,3,3,8,
Sigo Extrañándote,J Balvin,6qDF4wWL49CAVbgT7yuHl8,Colombia,,,7,9,,,,,,,,
Una Lady Como Tú,Manuel Turizo,0GGFHWt4u223Vm1RkXQKTj,Colombia,,,10,,,,,,,,,
Despacito - Remix,Luis Fonsi,5CtI0qwDJkDQGwXD1H1cLb,Colombia,,,,5,7,,,,,,,
Ahora Dice,Chris Jeday,22eADXu8DfOAUEDw4vU8qy,Colombia,,,,6,5,5,7,9,,,,
Una Lady Como Tú,Manuel Turizo,7MHN1aCFtLXjownGhvEQlF,Colombia,,,,10,2,1,3,5,7,,,
Felices los 4,Maluma,0qYTZCo5Bwh1nsUFGZP3zn,Colombia,,,,,1,3,5,8,10,,,
Me Rehúso,Danny Ocean,6Zosz8w6CmdGMZM6p4JlbQ,Colombia,,,,,3,,,,,,,
Escápate Conmigo,Wisin,2cnKEkpVUSV4wnjQiTWfH6,Colombia,,,,,9,6,6,6,6,,,
Besándote,Piso 21,13X0XdLMOdtbXVtAj2ox4h,Colombia,,,,,,8,,,,,,
Bonita,J Balvin,693iqPOQvhI7PobtR8CC8v,Colombia,,,,,,9,4,4,4,6,,
Mi Gente,J Balvin,2rb5MvYT7ZIxbKW5hfcHx8,Colombia,,,,,,,1,2,2,9,,
Besame,Valentino,7Ckhk1XW5NV2k4jpqtQNlz,Colombia,,,,,,,8,7,5,5,10,
Robarte un Beso,Carlos Vives,4z3GJkrtH97Bj6fRta983T,Colombia,,,,,,,10,1,1,2,,
Cásate Conmigo,Silvestre Dangond,6f4UPdDBQONKJBRqwZGjaJ,Colombia,,,,,,,,,8,7,,
Báilame - Remix,Nacho,3VClLWqNn80Llv0PJOsKgr,Colombia,,,,,,,,,9,10,,
Se Preparó,Ozuna,1m69ELEgE6k5ZWsap40ozt,Colombia,,,,,,,,,,1,3,5
Criminal,Natti Natasha,2SmgFAhQkQCQPyBiBxR6Te,Colombia,,,,,,,,,,4,9,
Déjala Que Vuelva (feat. Manuel Turizo),Piso 21,33bnxcjePIkcmNjEFTJX0l,Colombia,,,,,,,,,,8,1,1
Sensualidad,Bad Bunny,5hcisvFMidkMJlElTO9Qmw,Colombia,,,,,,,,,,,2,2
Criminal,Natti Natasha,6Za3190Sbw39BBC77WSS1C,Colombia,,,,,,,,,,,4,3
SUTRA,Sebastian Yatra,5TmZYdHW6HJ9gt7Aokuql5,Colombia,,,,,,,,,,,5,8
Robarte un Beso,Carlos Vives,0JcNysfWVWaMS7R6vzGB2k,Colombia,,,,,,,,,,,6,6
Quiero Repetir,Ozuna,0MIcPSq9n2z5H8TAfEstri,Colombia,,,,,,,,,,,7,9
Amantes,Greeicy,3IyPnNX142pvWx6D5CiimD,Colombia,,,,,,,,,,,,4
Esperándote,Manuel Turizo,1nfyE13arjOuO54HH0zmqj,Colombia,,,,,,,,,,,,7
Corazón,Maluma,4lESS6vuruP6a79KWRaQou,Colombia,,,,,,,,,,,,10
Shape of You,Ed Sheeran,7qiZfU4dY1lWllzX7mPBI3,Singapore,1,1,1,2,2,3,4,8,,,,
Say You Won't Let Go,James Arthur,5uCax9HTNlzGybIStD3vDh,Singapore,2,4,,,,,,,,,,
Closer,The Chainsmokers,7BKLCZ1jbUBVqRi2FVlTVw,Singapore,3,7,,,,,,,,,,
Castle on the Hill,Ed Sheeran,6PCUP3dWmTjcTtXY02oFdT,Singapore,4,6,9,,,,,,,,,
"I Don’t Wanna Live Forever (Fifty Shades Darker) - From ""Fifty Shades Darker (Original Motion Picture Soundtrack)""",ZAYN,3NdDpSvN911VPGivFlV5d0,Singapore,5,2,4,,,,,,,,,
Paris,The Chainsmokers,72jbDTw1piOOj770jWNeaG,Singapore,6,3,6,7,,,,,,,,
Starboy,The Weeknd,5aAx2yezTd8zXrkmtKl66Z,Singapore,7,,,,,,,,,,,
Rockabye (feat. Sean Paul & Anne-Marie),Clean Bandit,5knuzwU65gJK7IF5yJsuaW,Singapore,8,8,,,,,,,,,,
Bad Things (with Camila Cabello),Machine Gun Kelly,1PSBzsahR2AKwLJgx8ehBj,Singapore,9,,,,,,,,,,,
Don't Wanna Know,Maroon 5,5MFzQMkrl1FOOng9tq6R9r,Singapore,10,,,,,,,,,,,
Scared to Be Lonely,Martin Garrix,3ebXMykcMXOcLeJ9xZ17XH,Singapore,,5,10,9,,,,,,,,
It Ain't Me (with Selena Gomez),Kygo,3eR23VReFzcdmS7TYCrhCe,Singapore,,9,3,4,10,,,,,,,
Something Just Like This,The Chainsmokers,6RUKPb4LETWmmr3iAEQktW,Singapore,,10,2,1,3,5,6,,,,,
That's What I Like,Bruno Mars,0KKkJNfGyhkQ5aFogxQAPU,Singapore,,,5,3,7,,,,,,,
Stay (with Alessia Cara),Zedd,0dA2Mk56wEzDgegdC6R17g,Singapore,,,7,6,8,,,,,,,
Galway Girl,Ed Sheeran,0afhq8XCExXpqazXczTSve,Singapore,,,8,,,,,,,,,
Symphony (feat. Zara Larsson),Clean Bandit,1x5sYLZiu9r5E43kMlt9f8,Singapore,,,,5,6,8,,,,,,
Despacito - Remix,Luis Fonsi,5CtI0qwDJkDQGwXD1H1cLb,Singapore,,,,8,1,1,1,1,,,,
The One,The Chainsmokers,0wfbD5rAksdXUzRvMfM3x5,Singapore,,,,10,,,,,,,,
I'm the One,DJ Khaled,72Q0FQQo32KJloivv5xge2,Singapore,,,,,4,,,,,,,
Attention,Charlie Puth,4iLqG9SeJSnt0cSPICSjxv,Singapore,,,,,5,2,2,2,10,,,
There's Nothing Holdin' Me Back,Shawn Mendes,79cuOz3SPQTuFrp8WgftAu,Singapore,,,,,9,10,,,,,,
2U (feat. Justin Bieber),David Guetta,3A7qX2QjDlPnazUsRk5y0M,Singapore,,,,,,4,3,5,,,,
I'm the One,DJ Khaled,3DXncPQOG4VBw3QHh3S817,Singapore,,,,,,6,5,,,,,
There for You,Martin Garrix,6jA8HL9i4QGzsj6fjoxp8Y,Singapore,,,,,,7,9,,,,,
As If It's Your Last,BLACKPINK,7LJjWqhqK594nN7qJzLVXE,Singapore,,,,,,9,,,,,,
Strip That Down,Liam Payne,6EpRaXYhGOB3fj4V2uDkMJ,Singapore,,,,,,,7,7,,,,
Mama,Jonas Blue,0NiXXAI876aGImAd6rTj8w,Singapore,,,,,,,8,6,,,,
Mama,Jonas Blue,4xlrALxuaCf9yZBHJeTSG6,Singapore,,,,,,,10,,,,,
Back to You (feat. Bebe Rexha & Digital Farm Animals),Louis Tomlinson,7F9vK8hNFMml4GtHsaXui6,Singapore,,,,,,,,3,6,,,
New Rules,Dua Lipa,2ekn2ttSfGqwhhate0LSR0,Singapore,,,,,,,,4,2,6,8,7
Friends (with BloodPop®),Justin Bieber,7nZmah2llfvLDiUjm0kiyz,Singapore,,,,,,,,9,,,,
Look What You Made Me Do,Taylor Swift,2VjtYe7gpfUi2OkGxR2O2z,Singapore,,,,,,,,10,,,,
Look What You Made Me Do,Taylor Swift,6uFsE1JgZ20EXyU0JQZbUR,Singapore,,,,,,,,,1,9,,
Dusk Till Dawn - Radio Edit,ZAYN,1j4kHkkpqZRBwE0A4CN4Yv,Singapore,,,,,,,,,3,2,5,9
Too Good At Goodbyes - Edit,Sam Smith,0mel2N9Ws9r4yLQn5QE21Y,Singapore,,,,,,,,,4,1,,
Havana,Camila Cabello,0ofbQMrRDsUaVKq2mGLEAb,Singapore,,,,,,,,,5,3,1,1
What Lovers Do (feat. SZA),Maroon 5,4mxWSdf71VFO52qFeY0fZt,Singapore,,,,,,,,,7,4,,
DNA,BTS,5SE57ljOIUJ1ybL9U6CuBH,Singapore,,,,,,,,,8,,,
Silence,Marshmello,7vGuf3Y35N4wmASOKLUVVU,Singapore,,,,,,,,,9,7,10,
Perfect,Ed Sheeran,0tgVpDi06FyKpA1z0VMD4v,Singapore,,,,,,,,,,5,4,3
How Long,Charlie Puth,32DGGj6KlNuBr6WaqRxpxi,Singapore,,,,,,,,,,8,7,
Young Dumb & Broke,Khalid,5Z3GHaZ6ec9bsiI5BenrbY,Singapore,,,,,,,,,,10,,
Wolves,Selena Gomez,7EmGUiUaOSGDnUUQUDrOXC,Singapore,,,,,,,,,,,2,2
Too Good At Goodbyes,Sam Smith,1mXVgsBdtIVeCLJnSnmtdV,Singapore,,,,,,,,,,,3,4
What Lovers Do (feat. SZA),Maroon 5,3hBBKuWJfxlIlnd9QFoC8k,Singapore,,,,,,,,,,,6,5
Stargazing,Kygo,0Zbbxnx4SGGHoIow4PpISP,Singapore,,,,,,,,,,,9,
Perfect Duet (Ed Sheeran & Beyoncé),Ed Sheeran,1bhUWB0zJMIKr9yVPrkEuI,Singapore,,,,,,,,,,,,6
River (feat. Ed Sheeran),Eminem,5UEnHoDYpsxlfzWLZIc7LD,Singapore,,,,,,,,,,,,8
All Falls Down,Alan Walker,5yFSF6qQA1rcLsQRnBsZgb,Singapore,,,,,,,,,,,,10
Say You Won't Let Go,James Arthur,5uCax9HTNlzGybIStD3vDh,Indonesia,1,2,6,,,,,,,,,
Shape of You,Ed Sheeran,7qiZfU4dY1lWllzX7mPBI3,Indonesia,2,1,1,2,3,7,,,,,,
Closer,The Chainsmokers,7BKLCZ1jbUBVqRi2FVlTVw,Indonesia,3,8,,,,,,,,,,
"I Don’t Wanna Live Forever (Fifty Shades Darker) - From ""Fifty Shades Darker (Original Motion Picture Soundtrack)""",ZAYN,3NdDpSvN911VPGivFlV5d0,Indonesia,4,4,,,,,,,,,,
All We Know,The Chainsmokers,2rizacJSyD9S1IQUxUxnsK,Indonesia,5,,,,,,,,,,,
Paris,The Chainsmokers,72jbDTw1piOOj770jWNeaG,Indonesia,6,3,8,10,,,,,,,,
Bad Things (with Camila Cabello),Machine Gun Kelly,1PSBzsahR2AKwLJgx8ehBj,Indonesia,7,7,,,,,,,,,,
Don't Wanna Know,Maroon 5,5MFzQMkrl1FOOng9tq6R9r,Indonesia,8,,,,,,,,,,,
Rockabye (feat. Sean Paul & Anne-Marie),Clean Bandit,5knuzwU65gJK7IF5yJsuaW,Indonesia,9,,,,,,,,,,,
Let Me Love You,DJ Snake,4pdPtRcBmOSQDlJ3Fk945m,Indonesia,10,,,,,,,,,,,
Scared to Be Lonely,Martin Garrix,3ebXMykcMXOcLeJ9xZ17XH,Indonesia,,5,7,9,,,,,,,,
Versace On The Floor,Bruno Mars,0kN8xEmgMW9mh7UmDYHlJP,Indonesia,,6,9,,,,,,,,,
It Ain't Me (with Selena Gomez),Kygo,3eR23VReFzcdmS7TYCrhCe,Indonesia,,9,4,7,,,,,,,,
Something Just Like This,The Chainsmokers,6RUKPb4LETWmmr3iAEQktW,Indonesia,,10,2,1,2,8,,,,,,
That's What I Like,Bruno Mars,0KKkJNfGyhkQ5aFogxQAPU,Indonesia,,,3,3,6,,,,,,,
Stay (with Alessia Cara),Zedd,0dA2Mk56wEzDgegdC6R17g,Indonesia,,,5,5,9,,,,,,,
Symphony (feat. Zara Larsson),Clean Bandit,1x5sYLZiu9r5E43kMlt9f8,Indonesia,,,10,4,4,6,10,,,,,
Asal Kau Bahagia,Armada,41dswHw9sCLChDgXyVS4kC,Indonesia,,,,6,10,,,,,,,
Good Life (with G-Eazy & Kehlani),G-Eazy,1Eck97uRMlprKOOJN9oO1E,Indonesia,,,,8,7,,,,,,,
Despacito - Remix,Luis Fonsi,5CtI0qwDJkDQGwXD1H1cLb,Indonesia,,,,,1,1,1,5,,,,
I'm the One,DJ Khaled,72Q0FQQo32KJloivv5xge2,Indonesia,,,,,5,10,,,,,,
Attention,Charlie Puth,4iLqG9SeJSnt0cSPICSjxv,Indonesia,,,,,8,3,3,1,9,,,
I'm the One,DJ Khaled,3DXncPQOG4VBw3QHh3S817,Indonesia,,,,,,2,4,9,,,,
2U (feat. Justin Bieber),David Guetta,3A7qX2QjDlPnazUsRk5y0M,Indonesia,,,,,,4,2,4,,,,
There for You,Martin Garrix,6jA8HL9i4QGzsj6fjoxp8Y,Indonesia,,,,,,5,5,,,,,
Mama,Jonas Blue,0NiXXAI876aGImAd6rTj8w,Indonesia,,,,,,9,7,8,,,,
Feels,Calvin Harris,5bcTCxgc7xVfSaMV3RuVke,Indonesia,,,,,,,6,7,7,,,
Strip That Down,Liam Payne,6EpRaXYhGOB3fj4V2uDkMJ,Indonesia,,,,,,,8,,,,,
Mama,Jonas Blue,4xlrALxuaCf9yZBHJeTSG6,Indonesia,,,,,,,9,,,,,
Akad,Payung Teduh,5CwcXgsF9jcyqwkl5uxKnD,Indonesia,,,,,,,,2,1,4,10,
Back to You (feat. Bebe Rexha & Digital Farm Animals),Louis Tomlinson,7F9vK8hNFMml4GtHsaXui6,Indonesia,,,,,,,,3,5,8,,
New Rules,Dua Lipa,2ekn2ttSfGqwhhate0LSR0,Indonesia,,,,,,,,6,2,3,5,5
Friends (with BloodPop®),Justin Bieber,7nZmah2llfvLDiUjm0kiyz,Indonesia,,,,,,,,10,,,,
Look What You Made Me Do,Taylor Swift,6uFsE1JgZ20EXyU0JQZbUR,Indonesia,,,,,,,,,3,10,,
Too Good At Goodbyes - Edit,Sam Smith,0mel2N9Ws9r4yLQn5QE21Y,Indonesia,,,,,,,,,4,1,,
Dusk Till Dawn - Radio Edit,ZAYN,1j4kHkkpqZRBwE0A4CN4Yv,Indonesia,,,,,,,,,6,5,6,6
DNA,BTS,5SE57ljOIUJ1ybL9U6CuBH,Indonesia,,,,,,,,,8,,,
What Lovers Do (feat. SZA),Maroon 5,4mxWSdf71VFO52qFeY0fZt,Indonesia,,,,,,,,,10,7,,
Perfect,Ed Sheeran,0tgVpDi06FyKpA1z0VMD4v,Indonesia,,,,,,,,,,2,2,2
Havana,Camila Cabello,0ofbQMrRDsUaVKq2mGLEAb,Indonesia,,,,,,,,,,6,1,1
How Long,Charlie Puth,32DGGj6KlNuBr6WaqRxpxi,Indonesia,,,,,,,,,,9,7,
Too Good At Goodbyes,Sam Smith,1mXVgsBdtIVeCLJnSnmtdV,Indonesia,,,,,,,,,,,3,4
Wolves,Selena Gomez,7EmGUiUaOSGDnUUQUDrOXC,Indonesia,,,,,,,,,,,4,3
What Lovers Do (feat. SZA),Maroon 5,3hBBKuWJfxlIlnd9QFoC8k,Indonesia,,,,,,,,,,,8,8
Silence,Marshmello,7vGuf3Y35N4wmASOKLUVVU,Indonesia,,,,,,,,,,,9,9
Perfect Duet (Ed Sheeran & Beyoncé),Ed Sheeran,1bhUWB0zJMIKr9yVPrkEuI,Indonesia,,,,,,,,,,,,7
"Let Me Go (with Alesso, Florida Georgia Line & watt)",Hailee Steinfeld,5AEtlRudpgdT5FtNiuly6Y,Indonesia,,,,,,,,,,,,10
Soy Peor,Bad Bunny,5MT96Zz0ymUJNm8obKZQr0,Dominican Republic,1,4,7,,,,,,,,,
Chantaje,Shakira,6mICuAdrwEjh6Y6lroV2Kg,Dominican Republic,2,5,8,,,,,,,,,
Tu No Vive Asi (feat. Mambo Kingz & DJ Luian),Arcangel,6NSMQFKgjpQb0KkjMDYIK0,Dominican Republic,3,,,,,,,,,,,
"Diles (feat. Arcangel, Nengo Flow, Dj Luian & Mambo Kings)",Farruko,2FrnTVSHjgnEylKGdHRUK1,Dominican Republic,4,,,,,,,,,,,
Despacito (Featuring Daddy Yankee),Luis Fonsi,4aWmUDTfIPGksMNLV2rQP2,Dominican Republic,5,1,1,2,7,10,,,,,,
Shape of You,Ed Sheeran,7qiZfU4dY1lWllzX7mPBI3,Dominican Republic,6,2,2,3,10,7,,,,,,
Otra Vez (feat. J Balvin),Zion & Lennox,3QwBODjSEzelZyVjxPOHdq,Dominican Republic,7,8,,,,,,,,,,
"Sola (Remix) [feat. Daddy Yankee, Wisin, Farruko, Zion & Lennox]",Anuel Aa,5q2JbCNi4FcnglgPfxcV65,Dominican Republic,8,7,6,7,,,,,,,,
Caile (feat. Zion & De La Ghetto),Revol,626rYyBfeAeleh1F5t4B70,Dominican Republic,9,6,5,,,,,,,,,
Dema Ga Ge Gi Go Gu,El Alfa,3T0h2tXX3mQh14mse20s6M,Dominican Republic,10,,,,,,,,,,,
El Amante,Nicky Jam,3umS4y3uQDkqekNjVpiRUs,Dominican Republic,,3,3,5,,,,,,,,
Pa Ti,Bad Bunny,17nOaHsTn06jxuU9NpHuFU,Dominican Republic,,9,,,,,,,,,,
Héroe Favorito,Romeo Santos,6RFJxVj9tL0Xrd3Jve4Vo4,Dominican Republic,,10,,,,,,,,,,
Si Tu Novio Te Deja Sola,J Balvin,0RFFFGtPn6a58RHY3ccVYX,Dominican Republic,,,4,4,,,,,,,,
Passionfruit,Drake,7hDc8b7IXETo14hHIHdnhd,Dominican Republic,,,9,,,,,,,,,
Klk Con Klk,Ceky Viciny,0ePaNpLMQ9orlCF6bhIbjH,Dominican Republic,,,10,,,,,,,,,
Ahora Dice,Chris Jeday,22eADXu8DfOAUEDw4vU8qy,Dominican Republic,,,,1,2,2,2,9,,,,
Despacito - Remix,Luis Fonsi,5CtI0qwDJkDQGwXD1H1cLb,Dominican Republic,,,,6,5,,,,,,,
Me Rehúso,Danny Ocean,6De0lHrwBfPfrhorm9q1Xl,Dominican Republic,,,,8,,4,5,4,4,8,,
No Te Hagas,Jory Boy,5hKjEpYrJIJs6uPl7zw6Y6,Dominican Republic,,,,9,,,,,,,,
Escápate Conmigo,Wisin,2cnKEkpVUSV4wnjQiTWfH6,Dominican Republic,,,,10,3,3,3,3,,,,
Felices los 4,Maluma,0qYTZCo5Bwh1nsUFGZP3zn,Dominican Republic,,,,,1,1,4,,,,,
Tu Foto,Ozuna,0Szp49tpFasIjX04Mcsydp,Dominican Republic,,,,,4,5,7,,,,,
Me Rehúso,Danny Ocean,6Zosz8w6CmdGMZM6p4JlbQ,Dominican Republic,,,,,6,,,,,,,
La Última Vez,Anuel Aa,4J1e3hbf0e5YUZjkxyJWD3,Dominican Republic,,,,,8,6,,,,,,
Ayer,El Nene La amenaza,1cnkBW0kaDEFnKHOdJTOoh,Dominican Republic,,,,,9,9,,,,,,
Me Mata,Bad Bunny,2wgDAPgBhFA7pnIbm0YOhP,Dominican Republic,,,,,,8,,,,,,
Mi Gente,J Balvin,2rb5MvYT7ZIxbKW5hfcHx8,Dominican Republic,,,,,,,1,1,2,9,,
Bebe (feat. Anuel AA),Ozuna,6SIrNxmmdbv1KUbFBu1PaN,Dominican Republic,,,,,,,6,5,7,,,
Imitadora,Romeo Santos,6r46lnXFbE9fr2d3KNaGbe,Dominican Republic,,,,,,,8,6,,,,
Tu No Metes Cabra,Bad Bunny,10nQ3Pj0o1XotcikgJPVKD,Dominican Republic,,,,,,,9,,,,,
El Farsante,Ozuna,2LW4Zu7FcrwjWm3t5Rv3Oq,Dominican Republic,,,,,,,10,7,,,,
Krippy Kush,Farruko,3rgjBiAMVGnxmsTDmUy8vb,Dominican Republic,,,,,,,,2,5,,,
